date,day,day_of_week,month_name,quarter,year,start_of_year,start_of_monthj,start_of_quarter,start_of_week
00:00.0,17,Saturday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Sunday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Monday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Tuesday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Wednesday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Thursday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Friday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Saturday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Sunday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Monday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Tuesday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Wednesday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Thursday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Friday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Saturday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Sunday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Monday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Tuesday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Wednesday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Thursday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Friday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Saturday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Sunday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Monday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Tuesday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Wednesday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Thursday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Friday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Saturday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Sunday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Monday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Tuesday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Wednesday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Thursday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Friday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Saturday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Sunday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Monday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Tuesday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Wednesday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Thursday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Friday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Saturday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Sunday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Monday,Jun,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Tuesday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Wednesday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Thursday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Friday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Saturday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Sunday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Monday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Tuesday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Wednesday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Thursday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Friday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Saturday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Sunday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Monday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Tuesday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Wednesday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Thursday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Friday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Saturday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Sunday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Monday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Tuesday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Wednesday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Thursday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Friday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Saturday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Sunday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Monday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Tuesday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Wednesday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Thursday,Jul,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Friday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Saturday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Sunday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Monday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Tuesday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Wednesday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Thursday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Friday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Saturday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Sunday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Monday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Tuesday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Wednesday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Thursday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Friday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Saturday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Sunday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Monday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Tuesday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Wednesday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Thursday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Friday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Saturday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Sunday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Monday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Tuesday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Wednesday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Thursday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Friday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Saturday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Sunday,Aug,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Monday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Tuesday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Wednesday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Thursday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Friday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Saturday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Sunday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Monday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Tuesday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Wednesday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Thursday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Friday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Saturday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Sunday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Monday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Tuesday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Wednesday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Thursday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Friday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Saturday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Sunday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Monday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Tuesday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Wednesday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Thursday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Friday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Saturday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Sunday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Monday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Tuesday,Sep,3,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Wednesday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Thursday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Friday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Saturday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Sunday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Monday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Tuesday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Wednesday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Thursday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Friday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Saturday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Sunday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Monday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Tuesday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Wednesday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Thursday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Friday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Saturday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Sunday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Monday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Tuesday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Wednesday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Thursday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Friday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Saturday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Sunday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Monday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Tuesday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Wednesday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Thursday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Friday,Oct,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Saturday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Sunday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Monday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Tuesday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Wednesday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Thursday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Friday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Saturday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Sunday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Monday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Tuesday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Wednesday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Thursday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Friday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Saturday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Sunday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Monday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Tuesday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Wednesday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Thursday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Friday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Saturday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Sunday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Monday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Tuesday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Wednesday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Thursday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Friday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Saturday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Sunday,Nov,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Monday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Tuesday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Wednesday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Thursday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Friday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Saturday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Sunday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Monday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Tuesday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Wednesday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Thursday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Friday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Saturday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Sunday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Monday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Tuesday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Wednesday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Thursday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Friday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Saturday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Sunday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Monday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Tuesday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Wednesday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Thursday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Friday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Saturday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Sunday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Monday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Tuesday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Wednesday,Dec,4,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Thursday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Friday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Saturday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Sunday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Monday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Tuesday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Wednesday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Thursday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Friday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Saturday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Sunday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Monday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Tuesday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Wednesday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Thursday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Friday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Saturday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Sunday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Monday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Tuesday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Wednesday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Thursday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Friday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Saturday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Sunday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Monday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Tuesday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Wednesday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Thursday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Friday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Saturday,Jan,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Sunday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Monday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Tuesday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Wednesday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Thursday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Friday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Saturday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Sunday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Monday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Tuesday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Wednesday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Thursday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Friday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Saturday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Sunday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Monday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Tuesday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Wednesday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Thursday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Friday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Saturday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Sunday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Monday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Tuesday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Wednesday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Thursday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Friday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Saturday,Feb,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Sunday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Monday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Tuesday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Wednesday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Thursday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Friday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Saturday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Sunday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Monday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Tuesday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Wednesday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Thursday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Friday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Saturday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Sunday,Mar,1,2015,00:00.0,00:00.0,00:00.0,00:00.0
